CD_MUN,MUN,AR_TER_km2,POP_EST,DENS_DEM,ESC,IDHM,MORT_INF,PIB_P_CAP,MD_CIR_G,MD_CLIN,MD_GIN_OBS,MD_FAM,MD_PED,MD_GERI,MD_URO,AS_SOC,ENF,FISIO,FONO,NUTRI,ODONTO,PSICO,PSIQ,POSTO,CS_UBS,POLICL,HOSP_GER,HOSP_ESP,PRT_SOC,PRT_ESP
2209856,São João da Canabrava,480537,4619,9.26,96.8,559,24.365,7832.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2209872,São João da Fronteira,817111,6084,7.33,88.3,515,24.365,7816.02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2209906,São João da Serra,994224,6106,6.12,99.1,582,12.2,8128.49,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2209955,São João da Varjota,394456,4856,11.77,96.9,559,24.365,6284.98,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
2209971,São João do Arraial,213377,8085,34.38,98.4,523,16,6528.93,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
2210003,São João do Piauí,1527.497,20720,12.8,98.3,645,5.62,11149.29,1.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,15.0,3.0,5.0,6.0,4.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0
2210052,São José do Divino,319367,5361,16.13,99.2,565,32.79,9198.82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
2210102,São José do Peixe,1287.174,3737,2.87,97.5,573,24.365,9044.22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2210201,São José do Piauí,373347,6696,18.06,97.5,552,12.05,8551.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
2210300,São Julião,291089,6379,22.07,94.3,594,24.365,7536.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
2210359,São Lourenço do Piauí,673822,4581,6.58,98.9,595,25,7167.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
2210375,São Luis do Piauí,217924,2648,11.62,97,554,24.365,7238.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2210383,São Miguel da Baixa Grande,444528,2456,5.49,98.9,563,24.365,8963.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2210391,São Miguel do Fidalgo,813444,3037,3.66,98.7,535,24.365,7507.6,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2210409,São Miguel do Tapuio,4988.973,17617,3.48,97.5,556,8.89,7529.35,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,7.0,7.0,1.0,4.0,0.0,2.0,0.0,12.0,11.0,0.0,2.0,0.0,0.0,0.0
2210508,São Pedro do Piauí,518288,14356,26.32,98.4,595,25.13,7329.39,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,4.0,1.0,1.0,0.0,2.0,1.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0
2210607,São Raimundo Nonato,2415.287,35035,13.38,98,661,9.71,12993.94,1.0,29.0,0.0,0.0,3.0,0.0,0.0,7.0,38.0,14.0,3.0,6.0,5.0,10.0,1.0,2.0,12.0,0.0,4.0,0.0,0.0,0.0
2210623,Sebastião Barros,893488,3434,3.98,99.3,536,24.365,10975.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
2210631,Sebastião Leal,3148.857,4311,1.31,97.6,562,24.365,34752.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2210656,Sigefredo Pacheco,1031.101,10074,9.95,99.2,581,10.31,6512.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2210706,Simões,1076.055,14664,13.23,95.3,575,24.365,17754.79,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0
2210805,Simplício Mendes,1360.028,12778,8.97,98.6,627,15.31,11240.79,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,3.0,0.0,1.0,2.0,2.0,1.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0
2210904,Socorro do Piauí,761854,4557,5.94,97.8,561,24.365,6964.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2210938,Sussuapara,205194,6801,29.7,93.7,586,21.05,8269.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2210953,Tamboril do Piauí,1587.296,2939,1.73,99.6,501,24.39,8370.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2210979,Tanque do Piauí,398007,2781,6.57,97.9,579,24.365,9754.86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2211001,Teresina,1391.293,871126,584.94,97.8,751,14.02,24333,93.0,434.0,165.0,2.0,204.0,3.0,18.0,221.0,1734.0,613.0,149.0,276.0,152.0,285.0,40.0,0.0,94.0,21.0,21.0,13.0,2.0,2.0
2211100,União,1170.742,44649,36.35,97.9,577,13.59,8241.26,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,6.0,2.0,5.0,1.0,4.0,0.0,5.0,16.0,0.0,1.0,0.0,0.0,0.0
2211209,Uruçuí,8413.016,21746,2.4,97,631,10.03,79384.48,0.0,11.0,1.0,0.0,0.0,0.0,0.0,4.0,32.0,11.0,2.0,6.0,1.0,6.0,1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0
2211308,Valença do Piauí,1333.722,20940,15.23,98.6,647,10.45,11449.03,0.0,11.0,0.0,0.0,2.0,0.0,0.0,6.0,26.0,10.0,1.0,5.0,1.0,4.0,0.0,11.0,10.0,0.0,1.0,0.0,0.0,0.0
2211357,Várzea Branca,450429,4930,10.9,97.9,553,24.365,7555.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2211407,Várzea Grande,236453,4382,18.29,99.6,571,24.365,7425.19,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2211506,Vera Mendes,341974,3082,8.73,98.2,503,23.26,8395.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2211605,Vila Nova do Piauí,221627,2935,14.09,98.7,565,37.04,9967.73,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2211704,Wall Ferraz,270427,4479,15.85,97.3,544,62.5,7641.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0
2300101,Abaiara,180833,11965,58.69,96.7,628,6.85,7360.5,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,7.0,1.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2300150,Acarape,130002,15140,98.52,96.8,606,18.6,8075.56,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,5.0,0.0,2.0,0.0,1.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0
2300200,Acaraú,842471,63556,68.31,96.8,601,14.88,8932.85,2.0,12.0,5.0,0.0,2.0,0.0,0.0,7.0,47.0,14.0,3.0,7.0,3.0,11.0,1.0,2.0,23.0,1.0,1.0,0.0,0.0,0.0
2300309,Acopiara,2254.279,54687,22.58,97.2,595,6.63,7038.21,0.0,4.0,1.0,0.0,2.0,0.0,0.0,7.0,19.0,6.0,0.0,7.0,6.0,8.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0
2300408,Aiuaba,2438.563,17584,6.66,97.5,569,11.43,6424.51,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
2300507,Alcântaras,135.76,11846,77.71,97.7,0.6,6.76,6506.65,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
2300606,Altaneira,72675,7712,93.54,95.7,602,24.365,6606.64,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
2300705,Alto Santo,1345.701,16077,12.22,96.5,601,5.62,8908.98,0.0,9.0,1.0,0.0,0.0,0.0,0.0,4.0,13.0,4.0,1.0,4.0,7.0,2.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
2300754,Amontada,1175.044,44195,33.27,97,606,8.58,10090.68,0.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,22.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
2300804,Antonina do Norte,259706,7402,26.85,95.7,599,9.71,7290.2,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
2300903,Apuiarés,543.98,14742,25.54,98.6,618,11.11,6805.1,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0
2301000,Aquiraz,480236,81581,150.5,96.5,641,8.41,24630.33,3.0,49.0,9.0,0.0,3.0,0.0,1.0,22.0,73.0,22.0,6.0,12.0,12.0,19.0,6.0,5.0,31.0,1.0,1.0,1.0,0.0,0.0
2301109,Aracati,1227.197,75392,56.32,98.5,655,1.96,15210.71,2.0,40.0,6.0,0.0,12.0,0.0,1.0,15.0,102.0,36.0,6.0,11.0,22.0,14.0,0.0,0.0,20.0,1.0,3.0,0.0,0.0,0.0
2301208,Aracoiaba,643988,26600,38.67,96.5,615,8,7457.75,2.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,6.0,0.0,4.0,1.0,3.0,0.0,5.0,12.0,0.0,1.0,0.0,0.0,0.0
2301257,Ararendá,342301,10983,30.49,98.9,0.59,40.27,7162.31,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
2301307,Araripe,1097.339,21707,18.81,96.3,564,10.93,6724.7,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,1.0,5.0,3.0,1.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0
2301406,Aratuba,119758,11759,100.44,97,622,28.41,11444.89,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
2301505,Arneiroz,1068.437,7848,7.17,97.6,618,26.32,6907.11,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
2301604,Assaré,1155.124,23537,20.11,96.6,0.6,3.36,6947.09,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,1.0,1.0,3.0,1.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0
2301703,Aurora,885.87,24567,27.73,97.9,605,3.12,7511.26,1.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,4.0,0.0,2.0,0.0,2.0,1.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0
2301802,Baixio,145556,6318,41.15,97.9,627,14.93,9141.29,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
2301851,Banabuiú,1080.986,18313,16.03,98,606,26.52,8874.99,0.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,18.0,9.0,0.0,3.0,2.0,3.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
2301901,Barbalha,608158,61662,97.14,98.3,683,15.08,14320.84,21.0,164.0,19.0,0.0,41.0,2.0,0.0,17.0,122.0,81.0,11.0,11.0,6.0,37.0,2.0,1.0,24.0,1.0,2.0,1.0,0.0,0.0
2301950,Barreira,260003,22715,79.63,97.8,616,18.13,6958.94,0.0,8.0,1.0,0.0,1.0,0.0,0.0,1.0,9.0,6.0,1.0,2.0,0.0,2.0,1.0,4.0,8.0,0.0,1.0,0.0,0.0,0.0
2302008,Barro,711346,22834,30.22,97.1,599,21.46,7674.21,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,7.0,0.0,0.0,2.0,3.0,0.0,5.0,10.0,0.0,1.0,0.0,0.0,0.0
2302057,Barroquinha,385583,15069,37.76,97.9,571,18.26,6662.58,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,6.0,1.0,3.0,1.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
2302107,Baturité,314075,36127,107.98,95.9,619,12.89,9114.77,1.0,15.0,6.0,0.0,4.0,0.0,0.0,3.0,40.0,13.0,4.0,4.0,5.0,4.0,0.0,4.0,10.0,1.0,1.0,0.0,1.0,0.0
2302206,Beberibe,1596.751,54315,30.37,98.2,638,11.4,13744.68,0.0,10.0,0.0,0.0,4.0,0.0,0.0,6.0,31.0,8.0,2.0,6.0,3.0,3.0,1.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0
2302305,Bela Cruz,842106,32851,36.63,98.9,623,16.39,7322.64,1.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,18.0,11.0,0.0,3.0,4.0,4.0,1.0,4.0,11.0,0.0,1.0,0.0,0.0,0.0
2302404,Boa Viagem,2835.037,54680,18.51,97.6,598,17.86,7031.15,1.0,8.0,1.0,0.0,2.0,0.0,0.0,4.0,25.0,8.0,2.0,2.0,7.0,3.0,0.0,10.0,7.0,2.0,1.0,0.0,0.0,0.0
2302503,Brejo Santo,654658,50195,68.12,92.5,647,15.04,10248.61,1.0,53.0,5.0,0.0,5.0,0.0,1.0,6.0,50.0,25.0,3.0,2.0,9.0,12.0,2.0,0.0,20.0,3.0,2.0,1.0,0.0,0.0
2302602,Camocim,1120.452,64147,53.48,97.8,0.62,15.78,9005.04,2.0,27.0,1.0,0.0,3.0,0.0,0.0,10.0,55.0,11.0,5.0,7.0,6.0,15.0,1.0,0.0,20.0,1.0,1.0,0.0,0.0,0.0
2302701,Campos Sales,1082.582,27513,24.48,98.3,0.63,19.05,6896.85,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,5.0,2.0,1.0,5.0,3.0,1.0,1.0,14.0,1.0,1.0,0.0,0.0,0.0
2302800,Canindé,3032.39,77484,23.14,97.5,612,11.47,8106.88,1.0,23.0,2.0,0.0,5.0,0.0,0.0,17.0,53.0,22.0,3.0,5.0,9.0,13.0,2.0,17.0,0.0,3.0,1.0,0.0,0.0,0.0
2302909,Capistrano,226549,17830,76.67,96.3,611,20,9827.07,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,8.0,0.0,1.0,2.0,4.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0
2303006,Caridade,926271,23011,23.65,97.3,592,10.83,5631.24,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
2303105,Cariré,755597,18470,24.24,97.9,596,4.1,8062.68,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,21.0,6.0,1.0,1.0,0.0,3.0,0.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0
2303204,Caririaçu,634179,27008,42.33,96.1,578,15.28,7476.01,0.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,6.0,1.0,3.0,1.0,5.0,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0
2303303,Cariús,1036.417,18700,17.49,97.1,597,9.85,7267.16,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,1.0,1.0,3.0,3.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
2303402,Carnaubal,363.22,17763,45.9,97.1,593,11.28,6609.89,0.0,21.0,0.0,0.0,1.0,0.0,0.0,2.0,15.0,5.0,1.0,4.0,4.0,1.0,1.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0
2303501,Cascavel,838115,72706,78.99,96.7,646,12.09,10317.32,1.0,93.0,4.0,0.0,5.0,0.0,0.0,7.0,46.0,16.0,5.0,6.0,15.0,9.0,1.0,0.0,15.0,1.0,1.0,0.0,0.0,0.0
2303600,Catarina,488153,21041,38.5,94.3,618,32.97,5797.02,1.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,5.0,1.0,2.0,1.0,4.0,0.0,3.0,8.0,0.0,1.0,0.0,0.0,0.0
2303659,Catunda,784022,10410,12.59,98.7,609,9.01,7723.1,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0
2303709,Caucaia,1223.246,368918,264.91,96.3,682,12.91,13944.16,9.0,100.0,21.0,1.0,26.0,0.0,0.0,57.0,161.0,58.0,21.0,32.0,48.0,47.0,4.0,2.0,48.0,10.0,2.0,2.0,0.0,0.0
2303808,Cedro,729.97,25612,33.79,97.5,627,12.54,7130.37,1.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,0.0,4.0,3.0,5.0,2.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0
2303907,Chaval,237248,13112,52.95,97.4,586,4.93,6202.22,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
2303931,Choró,815268,13608,15.76,97.2,585,11.9,5914.35,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,3.0,0.0,3.0,2.0,3.0,1.0,12.0,6.0,0.0,1.0,0.0,0.0,0.0
2303956,Chorozinho,296431,20286,67.94,97.4,604,9.62,18237.69,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,3.0,0.0,1.0,0.0,1.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0
2304004,Coreaú,750332,23340,28.3,97.5,0.61,9.9,6233.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
2304103,Crateús,2981.459,75241,24.39,97.5,644,19.09,9105.67,6.0,15.0,3.0,0.0,11.0,0.0,1.0,23.0,73.0,25.0,3.0,14.0,11.0,18.0,1.0,15.0,7.0,3.0,1.0,0.0,0.0,1.0
2304202,Crato,1138.15,133913,103.21,97.8,713,18.08,10262.41,4.0,71.0,8.0,0.0,16.0,0.0,1.0,24.0,128.0,65.0,3.0,15.0,43.0,30.0,5.0,4.0,34.0,5.0,4.0,0.0,0.0,0.0
2304236,Croatá,696348,18201,24.49,97.4,0.59,18.87,7696.46,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
2304251,Cruz,335921,25121,68.13,98.5,632,4.02,8946,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,9.0,1.0,7.0,3.0,3.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0
2304269,Deputado Irapuan Pinheiro,471134,9698,19.33,99.3,609,11.49,6413.75,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0
2304277,Ereré,362906,7254,17.87,98,0.61,117.65,6983.79,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
2304285,Eusébio,78818,55035,582.66,98.3,701,15.47,46830.08,0.0,85.0,12.0,0.0,11.0,0.0,0.0,19.0,105.0,33.0,6.0,8.0,17.0,18.0,9.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0
2304301,Farias Brito,530.54,19330,37.74,99.3,633,11.24,8195.13,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,7.0,0.0,1.0,1.0,5.0,1.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0
2304350,Forquilha,568778,24680,42.14,96.4,644,12.23,7698.67,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,22.0,8.0,2.0,2.0,3.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
2304400,Fortaleza,312353,2703391,7786.44,96.1,754,11.67,25356.73,352.0,1534.0,391.0,10.0,898.0,17.0,30.0,723.0,5119.0,1826.0,443.0,539.0,1577.0,1009.0,125.0,0.0,116.0,19.0,41.0,43.0,1.0,2.0
2304459,Fortim,285024,16776,53.15,97.5,624,10.15,9806.29,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0
2304509,Frecheirinha,210284,14195,71.68,97.8,604,22.81,18393.96,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,5.0,1.0,2.0,0.0,2.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0
2304608,General Sampaio,230371,7767,30.21,96.2,568,9.17,8336.85,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0
2304657,Graça,258942,14415,53.39,99.1,0.57,5.88,6616.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
2304707,Granja,2663.174,55170,19.52,94.7,559,9.85,6692.4,0.0,11.0,1.0,0.0,0.0,0.0,0.0,8.0,24.0,5.0,1.0,3.0,2.0,5.0,1.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0
2304806,Granjeiro,111528,4784,46.23,98.8,585,24.365,9503.61,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
2304905,Groaíras,155681,11219,65.59,97.9,633,6.1,7025.19,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
2304954,Guaiúba,256053,26508,90.19,94.2,617,11.94,7684.11,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.0,0.0,0.0,0.0,5.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0
2305001,Guaraciaba do Norte,624606,40921,61.78,97.7,609,18.76,11978.47,0.0,11.0,2.0,0.0,0.0,0.0,0.0,5.0,21.0,6.0,3.0,1.0,6.0,4.0,0.0,5.0,15.0,2.0,1.0,0.0,0.0,0.0
2305100,Guaramiranga,90817,5073,70.06,97.6,637,14.93,16087.25,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
2305209,Hidrolândia,926587,20126,19.99,98,597,3.92,7036.69,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0
2305233,Horizonte,160557,69688,344.96,97.1,658,4.1,25783.29,0.0,60.0,2.0,0.0,15.0,0.0,0.0,11.0,51.0,11.0,3.0,5.0,6.0,6.0,0.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0
2305266,Ibaretama,879255,13385,14.73,95.4,577,9.85,7090.65,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
2305308,Ibiapina,414092,25165,57.38,98.5,608,7.98,11277.09,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,9.0,1.0,2.0,3.0,4.0,1.0,4.0,11.0,0.0,1.0,0.0,0.0,0.0
2305332,Ibicuitinga,423856,12730,26.72,97.9,606,24.365,7109.47,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,1.0,1.0,5.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2305357,Icapuí,421.44,20183,43.43,96.8,616,16.33,17060.8,0.0,4.0,1.0,0.0,1.0,0.0,0.0,8.0,22.0,9.0,1.0,4.0,1.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0
