CD_MUN,MUN,AR_TER_km2,POP_EST,DENS_DEM,ESC,IDHM,MORT_INF,PIB_P_CAP,MD_CIR_G,MD_CLIN,MD_GIN_OBS,MD_FAM,MD_PED,MD_GERI,MD_URO,AS_SOC,ENF,FISIO,FONO,NUTRI,ODONTO,PSICO,PSIQ,POSTO,CS_UBS,POLICL,HOSP_GER,HOSP_ESP,PRT_SOC,PRT_ESP
3201605,Conceição da Barra,1182.587,31479,24.01,98.3,681,7.39,15291.37,0.0,7.0,2.0,0.0,1.0,0.0,0.0,3.0,12.0,5.0,5.0,2.0,0.0,4.0,1.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0
3201704,Conceição do Castelo,369778,12887,31.64,98.1,0.67,16.67,17291.89,0.0,11.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,2.0,2.0,9.0,5.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0
3201803,Divino de São Lourenço,174039,4236,25.97,97.8,632,24.365,14135.35,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
3201902,Domingos Martins,1229.21,34120,25.93,96.5,669,3.96,21809.72,0.0,56.0,4.0,0.0,15.0,0.0,0.0,7.0,25.0,12.0,5.0,3.0,21.0,14.0,0.0,8.0,11.0,1.0,1.0,0.0,0.0,0.0
3202009,Dores do Rio Preto,159298,6793,40.16,94.1,654,23.81,21173.21,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,1.0,7.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
3202108,Ecoporanga,2285.369,22748,10.16,98,662,20.91,13488.06,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,10.0,8.0,0.0,2.0,5.0,2.0,1.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0
3202207,Fundão,286854,22379,58.97,98.7,718,7.49,22597.47,0.0,14.0,1.0,0.0,2.0,0.0,0.0,7.0,16.0,5.0,2.0,3.0,0.0,5.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
3202256,Governador Lindenberg,360016,13047,30.19,97.6,694,22.56,16570.49,0.0,8.0,0.0,0.0,2.0,0.0,0.0,3.0,9.0,7.0,0.0,1.0,16.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
3202306,Guaçuí,468185,31372,59.47,96.9,703,19.14,17266.14,0.0,28.0,4.0,0.0,1.0,0.0,0.0,6.0,44.0,24.0,5.0,10.0,17.0,20.0,0.0,0.0,11.0,7.0,1.0,0.0,0.0,0.0
3202405,Guarapari,589825,128504,177.1,96.2,731,8.38,18759.57,1.0,42.0,24.0,0.0,29.0,0.0,0.0,13.0,90.0,28.0,14.0,12.0,63.0,30.0,7.0,5.0,23.0,10.0,2.0,0.0,0.0,0.0
3202454,Ibatiba,240278,26762,92.98,97.3,647,15.11,13471.54,0.0,24.0,1.0,0.0,2.0,0.0,0.0,0.0,26.0,6.0,4.0,2.0,31.0,14.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0
3202504,Ibiraçu,201248,12701,55.54,97.7,726,21.05,21114.9,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,6.0,2.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0
3202553,Ibitirama,330874,8830,27.15,96.4,622,7.3,13916.44,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
3202603,Iconha,203528,14083,61.53,98.8,729,24.365,24144.49,0.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,10.0,2.0,6.0,12.0,2.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0
3202652,Irupi,184807,13672,63.52,96.3,637,24.365,16516.01,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,2.0,8.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
3202702,Itaguaçu,535021,13982,26.59,98.7,702,14.29,18351.45,0.0,6.0,0.0,0.0,2.0,0.0,0.0,1.0,7.0,4.0,1.0,2.0,5.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0
3202801,Itapemirim,550.71,34957,55.15,97.6,654,8.06,167621.34,0.0,21.0,4.0,0.0,4.0,0.0,0.0,4.0,46.0,23.0,4.0,8.0,12.0,14.0,0.0,6.0,11.0,2.0,2.0,0.0,0.0,0.0
3202900,Itarana,295189,10433,36.42,97,684,24.365,20500.74,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,2.0,6.0,5.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0
3203007,Iúna,460586,29417,59.27,97.4,666,10.5,14802.25,0.0,11.0,5.0,0.0,3.0,0.0,0.0,4.0,27.0,9.0,4.0,6.0,14.0,8.0,0.0,0.0,9.0,7.0,1.0,0.0,0.0,0.0
3203056,Jaguaré,659751,31589,37.41,96.9,678,12.61,20307.12,0.0,27.0,1.0,0.0,2.0,0.0,1.0,2.0,22.0,7.0,1.0,2.0,12.0,6.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0
3203106,Jerônimo Monteiro,177342,12336,67.16,98.5,698,6.94,12602.63,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,14.0,2.0,8.0,8.0,8.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0
3203130,João Neiva,284735,16774,55.52,98.7,753,11.7,29701.16,0.0,9.0,2.0,0.0,3.0,0.0,0.0,3.0,10.0,6.0,1.0,3.0,8.0,5.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0
3203163,Laranja da Terra,458.37,10919,23.62,97.5,656,16.95,12066.3,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,1.0,3.0,2.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0
3203205,Linhares,3496.263,179755,40.33,97.7,724,10.72,35738.53,13.0,93.0,37.0,0.0,37.0,0.0,0.0,47.0,195.0,84.0,12.0,35.0,175.0,72.0,6.0,6.0,31.0,2.0,4.0,0.0,0.0,0.0
3203304,Mantenópolis,321418,15653,42.35,99.2,657,24.365,10723.04,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0
3203320,Marataízes,130268,39259,256.55,98,696,10.45,66685.28,0.0,18.0,2.0,0.0,6.0,0.0,1.0,3.0,33.0,16.0,3.0,11.0,16.0,21.0,1.0,0.0,15.0,19.0,0.0,0.0,0.0,0.0
3203346,Marechal Floriano,285495,17141,49.98,98.5,0.71,4.44,26330.81,2.0,17.0,2.0,0.0,2.0,0.0,0.0,2.0,10.0,9.0,1.0,4.0,3.0,3.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0
3203353,Marilândia,327642,13091,35.94,97.7,696,17.54,20678.32,0.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,4.0,1.0,3.0,17.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
3203403,Mimoso do Sul,869439,26079,29.79,97.2,0.67,14.29,17691.26,0.0,4.0,0.0,0.0,4.0,0.0,0.0,7.0,20.0,15.0,2.0,3.0,5.0,8.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0
3203502,Montanha,1099.06,18954,16.24,98.8,667,18.59,18305.47,0.0,16.0,0.0,0.0,3.0,0.0,0.0,5.0,27.0,14.0,1.0,2.0,11.0,13.0,2.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0
3203601,Mucurici,540529,5468,10.47,98.9,666,13.89,12570.44,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
3203700,Muniz Freire,678804,17176,27.08,96.7,645,7.58,17532.19,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,8.0,2.0,4.0,7.0,9.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0
3203809,Muqui,327268,15602,43.96,97.7,694,17.75,12174.39,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,6.0,1.0,3.0,6.0,3.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
3203908,Nova Venécia,1439.571,50751,31.92,98,712,9.67,20207.87,0.0,26.0,2.0,0.0,3.0,0.0,0.0,8.0,29.0,17.0,11.0,8.0,38.0,35.0,1.0,8.0,14.0,1.0,1.0,0.0,0.0,0.0
3204005,Pancas,837842,23426,25.96,97.2,667,4.2,12013.11,0.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,4.0,0.0,1.0,10.0,2.0,1.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
3204054,Pedro Canário,433453,26575,54.84,97.5,654,13.16,11672.75,0.0,7.0,1.0,0.0,2.0,0.0,0.0,2.0,12.0,6.0,0.0,2.0,4.0,2.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0
3204104,Pinheiros,973136,27601,24.55,97.4,673,8.04,18152.61,0.0,9.0,0.0,0.0,2.0,0.0,0.0,3.0,9.0,6.0,2.0,3.0,10.0,4.0,1.0,4.0,7.0,5.0,1.0,0.0,0.0,0.0
3204203,Piúma,74046,22388,242.18,98.4,727,11.8,30016.32,0.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,29.0,11.0,1.0,2.0,8.0,12.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0
3204252,Ponto Belo,360.11,8016,19.35,98.7,669,24.365,10550.44,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
3204302,Presidente Kennedy,594897,11741,17.66,97.1,657,13.57,583171.85,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,9.0,13.0,2.0,10.0,6.0,8.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
3204351,Rio Bananal,641929,19398,27.3,95.4,681,6.8,20163.84,0.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,9.0,2.0,2.0,10.0,9.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
3204401,Rio Novo do Sul,204464,11630,55.42,97.8,711,24.365,16926,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,5.0,2.0,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0
3204500,Santa Leopoldina,718325,12171,17.05,93.6,626,17.7,16663.7,0.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,3.0,0.0,1.0,8.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
3204559,Santa Maria de Jetibá,735198,41588,46.46,95.9,671,10.19,34213.23,0.0,13.0,1.0,0.0,5.0,0.0,0.0,5.0,19.0,15.0,4.0,6.0,42.0,16.0,1.0,3.0,13.0,2.0,1.0,0.0,0.0,0.0
3204609,Santa Teresa,683032,23853,31.94,98.2,714,13.42,20612.88,2.0,22.0,2.0,0.0,5.0,0.0,0.0,6.0,36.0,8.0,1.0,5.0,13.0,13.0,2.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
3204658,São Domingos do Norte,298.58,8735,26.79,93.7,682,17.86,29410.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,1.0,3.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0
3204708,São Gabriel da Palha,434887,39085,73.26,96.5,709,12.11,16148.84,0.0,19.0,1.0,0.0,2.0,0.0,0.0,3.0,17.0,10.0,2.0,9.0,27.0,7.0,0.0,6.0,5.0,7.0,3.0,0.0,0.0,0.0
3204807,São José do Calçado,273489,10536,38.06,97.1,688,15.63,15150.14,3.0,6.0,4.0,0.0,4.0,0.0,1.0,5.0,36.0,20.0,2.0,3.0,9.0,3.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0
3204906,São Mateus,2346.049,134629,46.62,97.3,735,10.48,18764.1,5.0,78.0,6.0,1.0,23.0,1.0,3.0,29.0,128.0,41.0,8.0,14.0,44.0,43.0,1.0,0.0,28.0,10.0,2.0,1.0,0.0,0.0
3204955,São Roque do Canaã,341944,12602,32.96,99.3,0.7,27.52,16068.91,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
3205002,Serra,547631,536765,741.85,96.9,739,11.35,45544.8,78.0,470.0,96.0,8.0,164.0,3.0,16.0,131.0,841.0,241.0,50.0,60.0,228.0,144.0,14.0,0.0,40.0,22.0,5.0,2.0,0.0,0.0
3205010,Sooretama,587036,31278,40.66,95.1,662,20.27,17473.16,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,6.0,0.0,1.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0
3205036,Vargem Alta,417.76,21778,46.25,98.3,663,7.19,16157.61,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,0.0,2.0,9.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0
3205069,Venda Nova do Imigrante,185909,26204,109.98,98.9,728,8.33,24715.68,1.0,21.0,4.0,0.0,5.0,0.0,0.0,4.0,32.0,12.0,3.0,5.0,26.0,12.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0
3205101,Viana,312279,80735,207.84,94.8,686,10.25,32060.09,0.0,38.0,1.0,0.0,1.0,0.0,1.0,15.0,96.0,11.0,4.0,6.0,19.0,16.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
3205150,Vila Pavão,433257,9280,20.02,97.3,681,10.42,15302.63,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,7.0,5.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
3205176,Vila Valério,470343,14065,29.42,96.9,675,4.37,19623.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,0.0,1.0,4.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
3205200,Vila Velha,210225,508655,1973.59,96.8,0.8,11.07,24936.1,33.0,352.0,77.0,12.0,216.0,4.0,11.0,114.0,666.0,383.0,65.0,103.0,318.0,188.0,29.0,0.0,30.0,63.0,10.0,1.0,0.0,0.0
3205309,Vitória,97123,369534,3338.3,97.6,845,6.69,73632.55,61.0,353.0,99.0,8.0,194.0,15.0,7.0,188.0,1075.0,321.0,86.0,112.0,274.0,259.0,43.0,0.0,30.0,56.0,12.0,10.0,0.0,0.0
3300100,Angra dos Reis,813.42,210171,205.45,96.4,724,9.41,44590.88,14.0,180.0,37.0,0.0,80.0,0.0,6.0,42.0,339.0,127.0,38.0,44.0,174.0,66.0,12.0,0.0,50.0,5.0,7.0,0.0,0.0,0.0
3300159,Aperibé,94542,12036,107.92,96.7,692,14.49,15625.88,0.0,11.0,0.0,0.0,4.0,0.0,0.0,3.0,25.0,8.0,5.0,2.0,6.0,5.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0
3300209,Araruama,638276,136109,175.55,98.3,718,13.03,20480.15,14.0,65.0,35.0,0.0,58.0,2.0,3.0,34.0,144.0,86.0,24.0,24.0,44.0,56.0,4.0,20.0,0.0,7.0,6.0,0.0,0.0,0.0
3300225,Areal,110724,12763,102.99,98,684,25.97,25200.29,0.0,16.0,0.0,0.0,4.0,0.0,0.0,1.0,13.0,20.0,1.0,5.0,9.0,8.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0
3300233,Armação dos Búzios,70977,35060,392.16,97.6,728,8.31,76723.42,7.0,29.0,13.0,0.0,25.0,0.0,1.0,8.0,64.0,29.0,8.0,5.0,12.0,10.0,2.0,0.0,16.0,2.0,1.0,0.0,0.0,0.0
3300258,Arraial do Cabo,152106,30827,172.91,99.2,733,8.87,42927.02,5.0,20.0,6.0,0.0,15.0,0.0,1.0,13.0,57.0,34.0,1.0,6.0,2.0,13.0,1.0,0.0,9.0,2.0,1.0,0.0,1.0,0.0
3300308,Barra do Piraí,584.61,101139,163.7,98.7,733,12.5,20602.24,7.0,64.0,5.0,0.0,21.0,1.0,2.0,22.0,101.0,38.0,9.0,12.0,28.0,50.0,5.0,0.0,25.0,11.0,4.0,1.0,0.0,0.0
3300407,Barra Mansa,547133,185237,324.94,98.4,729,14.76,28067.77,13.0,173.0,26.0,0.0,84.0,1.0,8.0,24.0,187.0,90.0,34.0,35.0,95.0,82.0,12.0,10.0,41.0,2.0,3.0,5.0,0.0,0.0
3300456,Belford Roxo,78985,515239,6031.38,96.2,684,13.18,15598.12,2.0,88.0,25.0,0.0,78.0,1.0,5.0,71.0,182.0,98.0,30.0,36.0,71.0,61.0,4.0,1.0,39.0,21.0,3.0,4.0,0.0,0.0
3300506,Bom Jardim,382.43,27779,65.86,97.4,0.66,14.45,24638.06,5.0,10.0,6.0,0.0,13.0,0.0,1.0,1.0,11.0,9.0,1.0,3.0,12.0,9.0,0.0,2.0,9.0,2.0,1.0,0.0,0.0,0.0
3300605,Bom Jesus do Itabapoana,596659,37306,59.13,98.1,732,17.14,20586.07,2.0,66.0,7.0,0.0,14.0,1.0,0.0,21.0,44.0,45.0,13.0,14.0,21.0,24.0,2.0,1.0,14.0,11.0,1.0,0.0,0.0,0.0
3300704,Cabo Frio,413449,234077,453.75,96.9,735,15.09,49297.56,15.0,136.0,35.0,0.0,59.0,0.0,4.0,61.0,298.0,125.0,19.0,46.0,118.0,98.0,15.0,27.0,4.0,9.0,8.0,3.0,1.0,1.0
3300803,Cachoeiras de Macacu,954749,59652,56.9,98.4,0.7,8.43,17638.69,4.0,42.0,3.0,0.0,12.0,0.0,1.0,23.0,55.0,22.0,9.0,20.0,20.0,25.0,2.0,0.0,22.0,1.0,1.0,0.0,0.0,0.0
3300902,Cambuci,558281,15521,26.4,98.8,691,6.37,21730.91,0.0,15.0,0.0,0.0,2.0,0.0,0.0,3.0,28.0,13.0,1.0,1.0,7.0,5.0,1.0,2.0,5.0,0.0,1.0,0.0,1.0,0.0
3300936,Carapebus,304885,16859,43.36,98.7,713,24.365,32536.67,0.0,14.0,0.0,0.0,7.0,0.0,0.0,10.0,19.0,21.0,3.0,7.0,9.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
3300951,Comendador Levy Gasparian,108639,8590,76.53,99.4,685,24.365,45550.65,0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,9.0,7.0,2.0,2.0,1.0,6.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0
3301009,Campos dos Goytacazes,4032.487,514643,115.16,97.3,716,14.51,64186.76,34.0,434.0,106.0,1.0,215.0,4.0,11.0,191.0,736.0,476.0,89.0,102.0,454.0,218.0,20.0,2.0,77.0,83.0,12.0,5.0,0.0,1.0
3301108,Cantagalo,747.21,20163,26.47,95.4,709,19.14,36562.36,2.0,15.0,3.0,0.0,3.0,0.0,0.0,4.0,20.0,19.0,8.0,8.0,11.0,13.0,2.0,9.0,1.0,3.0,2.0,0.0,0.0,0.0
3301157,Cardoso Moreira,522596,12818,24.02,98.6,648,24.39,21776.17,0.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,19.0,11.0,1.0,2.0,6.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0
3301207,Carmo,305749,19161,54.15,98.6,696,14.56,24286.12,1.0,12.0,1.0,0.0,3.0,0.0,1.0,3.0,25.0,20.0,3.0,5.0,13.0,14.0,1.0,2.0,6.0,1.0,1.0,0.0,0.0,0.0
3301306,Casimiro de Abreu,462918,45864,76.71,98.5,726,6.85,50532.71,2.0,22.0,10.0,0.0,11.0,0.0,0.0,16.0,76.0,36.0,4.0,9.0,23.0,16.0,3.0,0.0,12.0,3.0,1.0,0.0,0.0,0.0
3301405,Conceição de Macabu,338.26,23561,61.08,98.8,712,24,15397.59,1.0,13.0,4.0,0.0,7.0,0.0,0.0,8.0,16.0,8.0,3.0,5.0,7.0,13.0,0.0,11.0,4.0,0.0,1.0,0.0,0.0,0.0
3301504,Cordeiro,113048,22152,175.59,97.6,729,8.47,23270.95,0.0,12.0,1.0,0.0,1.0,0.0,0.0,6.0,13.0,16.0,6.0,5.0,12.0,16.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0
3301603,Duas Barras,379619,11563,29.14,97.8,659,14.39,18294.71,0.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,15.0,13.0,1.0,2.0,14.0,5.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0
3301702,Duque de Caxias,467319,929449,1828.51,96.1,711,16.4,45490.61,92.0,585.0,193.0,1.0,410.0,8.0,19.0,183.0,1499.0,425.0,120.0,186.0,151.0,128.0,34.0,1.0,52.0,18.0,11.0,3.0,6.0,0.0
3301801,Engenheiro Paulo de Frontin,139381,14138,99.57,98.5,722,28.17,18695.44,1.0,15.0,1.0,0.0,1.0,0.0,0.0,3.0,12.0,9.0,3.0,2.0,6.0,7.0,2.0,4.0,6.0,2.0,1.0,0.0,0.0,0.0
3301850,Guapimirim,358443,62225,142.7,97.6,698,5.8,16377.56,5.0,39.0,13.0,0.0,15.0,0.0,1.0,16.0,86.0,30.0,11.0,11.0,12.0,25.0,4.0,5.0,5.0,1.0,1.0,1.0,0.0,0.0
3301876,Iguaba Grande,50977,29344,439.91,98.1,761,19.18,17622.8,0.0,14.0,2.0,0.0,5.0,0.0,0.0,14.0,42.0,20.0,4.0,5.0,4.0,13.0,1.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0
3301900,Itaboraí,429961,244416,506.55,97.1,693,15.44,18746.84,23.0,137.0,23.0,0.0,51.0,1.0,7.0,41.0,255.0,110.0,23.0,54.0,64.0,56.0,7.0,0.0,39.0,7.0,4.0,1.0,0.0,0.0
3302007,Itaguaí,282606,136547,395.45,97.6,715,16.65,63968.12,9.0,103.0,28.0,0.0,53.0,0.0,1.0,24.0,132.0,84.0,43.0,22.0,46.0,59.0,8.0,1.0,26.0,5.0,3.0,0.0,0.0,0.0
3302056,Italva,291193,15387,47.86,98.6,688,17.44,20276.49,0.0,9.0,0.0,0.0,1.0,0.0,0.0,6.0,17.0,10.0,2.0,2.0,8.0,5.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0
3302106,Itaocara,433182,23211,53.09,99.6,713,10.75,23342.04,0.0,30.0,0.0,0.0,4.0,0.0,0.0,7.0,24.0,10.0,3.0,4.0,16.0,14.0,0.0,9.0,4.0,6.0,2.0,0.0,0.0,0.0
3302205,Itaperuna,1106.694,104354,86.71,96.1,0.73,12.08,27161.66,8.0,137.0,14.0,0.0,35.0,1.0,3.0,30.0,148.0,172.0,42.0,34.0,82.0,67.0,3.0,0.0,25.0,10.0,5.0,0.0,0.0,0.0
3302254,Itatiaia,241035,32312,117.41,98.2,737,12.99,156381.39,4.0,29.0,8.0,0.0,11.0,1.0,1.0,7.0,37.0,37.0,2.0,8.0,14.0,22.0,3.0,2.0,9.0,3.0,1.0,0.0,0.0,0.0
3302270,Japeri,81697,106296,1166.37,96.6,659,9.41,13825.88,0.0,34.0,4.0,0.0,9.0,0.0,0.0,17.0,34.0,11.0,6.0,7.0,6.0,16.0,0.0,0.0,12.0,3.0,1.0,0.0,0.0,0.0
3302304,Laje do Muriaé,253.53,7298,29.95,98,668,14.29,18429.06,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,6.0,3.0,4.0,1.0,3.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0
3302403,Macaé,1216.989,266136,169.89,96.9,764,11.4,61223.07,29.0,253.0,60.0,0.0,108.0,1.0,10.0,100.0,305.0,226.0,64.0,68.0,209.0,127.0,15.0,3.0,47.0,20.0,5.0,1.0,1.0,0.0
3302452,Macuco,78364,5646,67.8,97.7,703,8.85,27532.14,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
3302502,Magé,390775,247741,585.13,97.7,709,18.31,15926.84,5.0,79.0,16.0,0.0,44.0,0.0,1.0,71.0,122.0,62.0,15.0,33.0,72.0,46.0,7.0,0.0,46.0,3.0,2.0,3.0,3.0,1.0
3302601,Mangaratiba,367606,45941,102.29,96.7,753,16.89,82215.21,2.0,33.0,5.0,0.0,10.0,0.0,1.0,11.0,57.0,33.0,8.0,9.0,21.0,21.0,3.0,0.0,18.0,0.0,1.0,0.0,0.0,0.0
3302700,Maricá,361572,167668,351.55,96.4,765,9.38,171003.42,13.0,110.0,29.0,0.0,45.0,1.0,3.0,54.0,326.0,101.0,28.0,44.0,54.0,63.0,8.0,1.0,25.0,1.0,2.0,1.0,1.0,0.0
3302809,Mendes,95324,18681,184.83,99.3,736,24.365,17324.86,1.0,13.0,2.0,0.0,2.0,0.0,0.0,8.0,14.0,12.0,2.0,4.0,14.0,17.0,1.0,0.0,13.0,2.0,1.0,0.0,0.0,0.0
3302858,Mesquita,41169,177016,4310.48,97.9,737,12.75,12879.91,0.0,44.0,33.0,0.0,66.0,1.0,0.0,38.0,123.0,46.0,12.0,19.0,17.0,33.0,4.0,0.0,14.0,3.0,1.0,1.0,0.0,0.0
3302908,Miguel Pereira,287933,25622,85.21,98.6,745,11.59,23125.78,0.0,20.0,7.0,0.0,6.0,0.0,0.0,3.0,22.0,19.0,6.0,3.0,16.0,13.0,2.0,6.0,12.0,8.0,1.0,0.0,0.0,0.0
3303005,Miracema,303.27,27134,88.15,97.5,713,15.5,19458.25,0.0,19.0,1.0,0.0,2.0,0.0,1.0,6.0,27.0,15.0,3.0,3.0,7.0,13.0,1.0,2.0,10.0,1.0,1.0,0.0,1.0,0.0
3303104,Natividade,387073,15305,39,98.6,0.73,11.56,18319.22,0.0,10.0,0.0,0.0,2.0,0.0,0.0,6.0,22.0,14.0,12.0,5.0,8.0,8.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0
3303203,Nilópolis,19393,162893,8117.62,96.7,753,11.01,17270.92,3.0,78.0,23.0,3.0,49.0,0.0,4.0,27.0,110.0,47.0,11.0,19.0,25.0,25.0,4.0,2.0,10.0,4.0,2.0,2.0,0.0,0.0
3303302,Niterói,133757,516981,3640.8,97,837,9.98,78854.6,69.0,585.0,144.0,1.0,296.0,17.0,17.0,187.0,1356.0,410.0,130.0,221.0,94.0,321.0,69.0,37.0,17.0,19.0,11.0,11.0,0.0,0.0
3303401,Nova Friburgo,935429,191664,195.07,98.7,745,11.13,27435.52,12.0,104.0,31.0,0.0,57.0,2.0,3.0,26.0,182.0,98.0,37.0,25.0,117.0,81.0,10.0,1.0,24.0,12.0,4.0,2.0,0.0,0.0
3303500,Nova Iguaçu,520581,825388,1527.6,96.2,713,13.58,20538.67,41.0,539.0,115.0,5.0,245.0,1.0,13.0,68.0,715.0,289.0,60.0,68.0,288.0,153.0,11.0,36.0,22.0,56.0,3.0,7.0,0.0,2.0
3303609,Paracambi,190949,53093,262.27,96.1,0.72,6.19,18799.04,0.0,20.0,3.0,0.0,12.0,0.0,0.0,7.0,46.0,30.0,5.0,7.0,15.0,33.0,2.0,4.0,12.0,0.0,2.0,1.0,0.0,0.0
